date,US,Germany,UK,Canada,Australia
08/04/17,2476.83,12297.70,7511.71,15258.00,5720.58
08/03/17,2472.16,12154.70,7474.77,15192.00,5735.12
08/02/17,2477.57,12181.50,7411.43,15265.60,5744.20
08/01/17,2476.35,12251.30,7423.66,15202.10,5772.37
07/31/17,2470.30,12118.30,7372.00,15143.90,5720.59
07/28/17,2472.10,12162.70,7368.37,15128.70,5702.82
07/27/17,2475.42,12212.00,7443.01,15191.40,5785.01
07/26/17,2477.83,12305.10,7452.32,15171.40,5776.63
07/25/17,2477.13,12264.30,7434.82,15202.40,5726.60
07/24/17,2469.91,12209.00,7377.73,15128.70,5688.07
07/21/17,2472.54,12240.10,7452.91,15183.10,5722.84
07/20/17,2473.45,12447.30,7487.87,15264.60,5761.45
07/19/17,2473.83,12452.00,7430.91,15244.70,5732.13
07/18/17,2460.61,12430.40,7390.22,15149.60,5687.39
07/17/17,2459.14,12587.20,7404.13,15165.40,5755.47
07/14/17,2459.27,12631.70,7378.39,15174.80,5765.12
07/13/17,2447.83,12641.30,7413.44,15135.00,5736.77
07/12/17,2443.25,12626.60,7416.93,15144.00,5673.83
07/11/17,2425.53,12437.00,7329.76,15149.10,5728.93
07/10/17,2427.43,12445.90,7370.03,15105.30,5724.44
07/07/17,2425.18,12388.70,7350.92,15027.20,5703.57
07/06/17,2409.75,12381.30,7337.28,15078.00,5758.76
07/05/17,2432.54,12453.70,7367.60,15153.10,5763.25
07/03/17,2429.01,12475.30,7377.09,15182.20,5684.49
06/30/17,2423.41,12325.10,7312.72,15182.20,5721.49
06/29/17,2419.70,12416.20,7350.32,15213.40,5818.10
06/28/17,2440.69,12647.30,7387.80,15355.60,5755.70
06/27/17,2419.38,12671.00,7434.36,15281.20,5714.19
06/26/17,2439.07,12770.80,7446.80,15316.00,5720.16
06/23/17,2438.30,12733.40,7424.13,15319.60,5715.88
06/22/17,2434.50,12794.00,7439.29,15219.90,5705.95
06/21/17,2435.61,12774.30,7447.79,15148.50,5665.72
06/20/17,2437.03,12814.80,7472.71,15149.60,5757.25
06/19/17,2453.46,12889.00,7523.81,15266.00,5805.17
06/16/17,2433.15,12752.70,7463.54,15192.50,5774.03
06/15/17,2432.46,12691.80,7419.36,15160.40,5763.19
06/14/17,2437.92,12806.00,7474.40,15170.10,5833.90
06/13/17,2440.35,12765.00,7500.44,15379.80,5772.77
06/12/17,2429.39,12690.40,7511.87,15383.80,5677.80
06/09/17,2431.77,12815.70,7527.33,15473.20,5677.80
06/08/17,2433.79,12713.60,7449.98,15423.10,5676.60
06/07/17,2433.14,12672.50,7478.62,15372.10,5667.17
06/06/17,2429.33,12690.10,7524.95,15464.60,5667.47
06/05/17,2436.10,12822.90,7525.76,15409.80,5754.87
06/02/17,2439.07,12822.90,7547.63,15442.80,5788.11
06/01/17,2430.06,12664.90,7543.77,15469.90,5738.13
05/31/17,2411.80,12615.10,7519.95,15349.90,5724.57
05/30/17,2412.91,12598.70,7526.51,15372.40,5717.89
05/26/17,2415.82,12602.20,7547.63,15416.90,5751.66
05/25/17,2415.07,12621.70,7517.71,15410.70,5789.63
05/24/17,2404.39,12642.90,7514.90,15419.50,5768.98
05/23/17,2398.42,12659.20,7485.29,15476.90,5760.19
05/22/17,2394.02,12619.50,7496.34,15458.50,5771.20
05/19/17,2381.73,12638.70,7470.71,15458.50,5727.41
05/18/17,2365.72,12590.10,7436.42,15277.20,5738.31
05/17/17,2357.03,12631.60,7503.47,15273.70,5786.03
05/16/17,2400.67,12804.50,7522.03,15543.30,5850.52
05/15/17,2402.32,12807.00,7454.37,15629.50,5838.40
05/12/17,2390.90,12770.40,7435.39,15537.90,5836.90
05/11/17,2394.44,12711.10,7386.63,15550.50,5878.34
05/10/17,2399.63,12757.50,7385.24,15633.20,5875.44
05/09/17,2396.92,12749.10,7342.21,15569.20,5839.90
05/08/17,2399.38,12694.50,7300.86,15652.10,5870.89
05/05/17,2399.29,12716.90,7297.43,15582.00,5836.56
05/04/17,2389.52,12647.80,7248.10,15396.70,5876.37
05/03/17,2388.13,12527.80,7234.53,15543.10,5892.34
05/02/17,2391.17,12507.90,7250.05,15619.70,5950.36
05/01/17,2388.33,12438.00,7203.94,15575.60,5956.52
04/28/17,2384.20,12438.00,7203.94,15586.10,5924.06
04/27/17,2388.77,12443.80,7237.17,15506.50,5921.48
04/26/17,2387.45,12472.80,7288.72,15649.50,5912.04
04/25/17,2388.61,12467.00,7275.64,15745.20,5871.78
04/24/17,2374.15,12455.00,7264.68,15712.50,5871.78
04/21/17,2348.69,12048.60,7114.55,15614.50,5854.14
04/20/17,2355.84,12027.30,7118.54,15625.60,5821.39
04/19/17,2338.17,12016.50,7114.36,15552.90,5804.01
04/18/17,2342.19,12000.40,7147.50,15622.60,5836.74
04/17/17,2349.01,12109.00,7327.59,15684.90,5889.95
04/13/17,2328.95,12109.00,7327.59,15535.50,5889.95
04/12/17,2344.93,12154.70,7348.99,15648.40,5933.96
04/11/17,2353.78,12139.40,7365.50,15727.10,5929.27
04/10/17,2357.16,12200.50,7348.94,15730.80,5912.88
04/07/17,2355.54,12225.10,7349.37,15667.10,5862.47
04/06/17,2357.49,12230.90,7303.20,15697.20,5856.28
04/05/17,2352.95,12217.50,7331.68,15643.00,5876.20
04/04/17,2360.16,12282.30,7321.82,15669.10,5856.55
04/03/17,2358.84,12257.20,7282.69,15584.40,5872.68
03/31/17,2362.72,12312.90,7322.92,15547.80,5864.90
03/30/17,2368.06,12256.40,7369.52,15578.80,5896.23
03/29/17,2361.13,12203.00,7373.72,15657.60,5873.52
03/28/17,2358.57,12149.40,7343.42,15598.60,5821.23
03/27/17,2341.59,11996.10,7293.50,15506.20,5746.70
03/24/17,2343.98,12064.30,7336.82,15442.70,5753.55
03/23/17,2345.96,12039.70,7340.71,15433.60,5707.95
03/22/17,2348.45,11904.10,7324.72,15348.50,5684.51
03/21/17,2344.02,11962.10,7378.34,15313.10,5774.62
03/20/17,2373.47,12052.90,7429.81,15442.30,5778.91
03/17/17,2378.25,12095.20,7424.96,15490.50,5799.65
03/16/17,2381.38,12083.20,7415.95,15562.40,5785.79
03/15/17,2385.26,12009.90,7368.64,15520.90,5774.00
03/14/17,2365.45,11988.80,7357.85,15379.60,5759.14
03/13/17,2373.47,11990.00,7367.08,15544.80,5757.35
03/10/17,2372.60,11963.20,7343.08,15506.70,5775.61
03/09/17,2364.87,11978.40,7314.96,15496.80,5741.20
03/08/17,2362.98,11967.30,7334.61,15497.00,5759.66
03/07/17,2368.39,11966.10,7338.99,15608.80,5761.39
03/06/17,2375.31,11958.40,7350.12,15629.80,5746.51
03/03/17,2383.12,12027.40,7374.26,15608.50,5729.60
03/02/17,2381.92,12059.60,7382.35,15536.70,5776.59
03/01/17,2395.96,12067.20,7382.90,15599.70,5704.80
02/28/17,2363.64,11834.40,7263.44,15399.30,5712.22
02/27/17,2369.75,11822.70,7253.00,15463.50,5724.18
02/24/17,2367.34,11804.00,7243.70,15533.50,5738.98
02/23/17,2363.81,11947.80,7271.37,15781.20,5784.66
02/22/17,2362.82,11998.60,7302.25,15830.20,5805.10
02/21/17,2365.38,11967.50,7274.83,15922.40,5791.03
02/17/17,2351.16,11757.00,7299.96,15838.60,5805.82
02/16/17,2347.22,11757.20,7277.92,15864.20,5816.31
02/15/17,2349.25,11793.90,7302.41,15845.00,5809.07
02/14/17,2337.58,11771.80,7268.56,15786.00,5755.24
02/13/17,2328.25,11774.40,7278.92,15756.60,5760.69
02/10/17,2316.10,11667.00,7258.75,15729.10,5720.61
02/09/17,2307.87,11642.90,7229.50,15617.30,5664.61
02/08/17,2294.67,11543.40,7188.82,15554.00,5651.37
02/07/17,2293.08,11549.40,7186.22,15498.80,5621.92
02/06/17,2292.56,11509.80,7172.15,15456.90,5615.58
02/03/17,2297.42,11651.50,7188.30,15476.40,5621.58
02/02/17,2280.85,11628.00,7140.75,15399.10,5645.43
02/01/17,2279.55,11659.50,7107.65,15402.40,5653.17
01/31/17,2278.87,11535.30,7099.15,15386.00,5620.91
01/30/17,2280.90,11681.90,7118.48,15405.10,5661.52
01/27/17,2294.69,11814.30,7184.49,15575.80,5713.99
01/26/17,2296.68,11848.60,7161.49,15615.50,5671.51
01/25/17,2298.37,11806.00,7164.43,15643.80,5671.51
01/24/17,2280.07,11594.90,7150.34,15610.70,5650.10
01/23/17,2265.20,11545.80,7151.18,15480.10,5610.97
01/20/17,2271.31,11630.10,7198.44,15547.90,5654.75
01/19/17,2263.69,11596.90,7208.44,15409.80,5692.18
01/18/17,2271.89,11599.40,7247.61,15397.90,5678.75
01/17/17,2267.89,11540.00,7220.38,15441.40,5699.42
01/13/17,2274.64,11629.20,7337.81,15497.30,5721.12
01/12/17,2270.44,11521.00,7292.37,15418.20,5766.85
01/11/17,2275.32,11646.20,7290.49,15491.50,5771.48
01/10/17,2268.90,11583.30,7275.47,15426.30,5760.70
01/09/17,2268.90,11564.00,7237.77,15389.00,5807.44
01/06/17,2276.98,11599.00,7210.05,15496.00,5755.58
01/05/17,2269.00,11584.90,7195.31,15586.60,5753.35
01/04/17,2270.75,11584.30,7189.74,15516.80,5736.41
01/03/17,2257.83,11584.20,7177.89,15403.00,5733.18
12/30/16,2238.83,11481.10,7142.83,15287.60,5665.80
12/29/16,2249.26,11451.00,7120.26,15422.10,5665.80
12/28/16,2249.92,11475.00,7106.08,15361.10,5685.02
12/27/16,2268.88,11472.20,7068.17,15328.20,5627.90
12/23/16,2263.79,11449.90,7068.17,15328.20,5627.90
12/22/16,2260.96,11456.10,7063.68,15335.20,5627.90
12/21/16,2265.18,11468.60,7041.42,15305.90,5613.47
12/20/16,2270.76,11464.70,7043.96,15293.00,5591.07
12/19/16,2262.53,11426.70,7017.16,15269.90,5562.08
12/16/16,2258.07,11404.00,7011.64,15252.20,5532.93
12/15/16,2262.03,11366.40,6999.01,15218.30,5538.58
12/14/16,2253.28,11244.80,6949.19,15197.20,5584.62
12/13/16,2271.72,11284.70,6968.57,15385.30,5545.05
12/12/16,2256.96,11190.20,6890.42,15287.70,5562.83
12/09/16,2259.53,11203.60,6954.21,15312.20,5560.62
12/08/16,2246.19,11179.40,6931.55,15295.20,5543.64
12/07/16,2241.35,10986.70,6902.23,15237.80,5478.10
12/06/16,2212.23,10775.30,6779.84,15125.80,5428.69
12/05/16,2204.71,10684.80,6746.83,15095.20,5400.44
12/02/16,2191.95,10513.40,6730.72,15052.50,5444.02
12/01/16,2191.08,10534.00,6752.93,15027.50,5500.24
11/30/16,2198.81,10640.30,6783.79,15082.90,5440.47
11/29/16,2204.66,10620.50,6772.00,14999.80,5457.50
11/28/16,2201.72,10582.70,6799.47,15015.40,5464.40
11/25/16,2213.35,10699.30,6840.75,15075.40,5507.78
11/23/16,2204.72,10662.40,6817.71,15080.90,5484.36
11/22/16,2202.94,10713.90,6819.72,15100.40,5413.33
11/21/16,2198.18,10685.10,6777.96,15039.90,5351.34
11/18/16,2181.90,10664.60,6775.77,14864.00,5359.42
11/17/16,2187.12,10685.50,6794.71,14826.10,5338.54
11/16/16,2176.94,10663.90,6749.72,14733.20,5327.67
11/15/16,2180.39,10735.10,6792.74,14756.10,5326.20
11/14/16,2164.20,10693.70,6753.18,14598.50,5345.73
11/10/16,2167.48,10630.10,6827.98,14744.30,5328.84
11/09/16,2163.26,10646.00,6911.84,14759.90,5156.56
11/08/16,2139.56,10482.30,6843.13,14656.80,5257.79
11/07/16,2131.52,10457.00,6806.90,14652.50,5250.80
11/04/16,2085.18,10259.10,6693.26,14509.30,5180.82
11/03/16,2088.66,10325.90,6790.51,14583.40,5225.55
11/02/16,2097.94,10370.90,6845.42,14594.70,5228.99
11/01/16,2111.72,10526.20,6917.14,14778.30,5290.47
10/31/16,2126.15,10665.00,6954.22,14787.30,5317.73
10/28/16,2126.41,10696.20,6996.26,14785.30,5283.84
10/27/16,2133.04,10717.10,6986.57,14833.80,5295.55
10/26/16,2139.43,10709.70,6958.09,14807.60,5359.80
10/25/16,2143.16,10757.30,7017.64,14870.60,5442.83
10/24/16,2151.33,10761.20,6986.40,14923.00,5408.49
10/21/16,2141.16,10710.70,7020.47,14939.00,5430.32
10/20/16,2141.34,10701.40,7026.90,14847.90,5442.14
10/19/16,2144.29,10645.70,7021.92,14840.50,5435.36
10/18/16,2139.60,10631.50,7000.06,14643.70,5410.75
10/17/16,2126.50,10503.60,6947.55,14643.70,5388.68
10/14/16,2132.98,10580.40,7013.55,14643.70,5434.03
10/13/16,2132.55,10414.10,6977.74,14643.70,5435.54
10/12/16,2139.18,10523.10,7024.01,14619.00,5474.62
10/11/16,2136.73,10577.20,7070.88,14549.60,5479.80
10/07/16,2153.74,10490.90,7044.39,14566.30,5467.39
10/06/16,2160.77,10568.80,6999.96,14595.50,5483.03
10/05/16,2159.73,10585.80,7033.25,14610.60,5452.93
10/04/16,2150.49,10619.60,7074.34,14521.00,5484.00
10/03/16,2161.20,10511.00,6983.52,14689.00,5478.51
09/30/16,2168.27,10511.00,6899.33,14725.90,5435.92
09/29/16,2151.13,10405.50,6919.42,14754.50,5471.26
09/28/16,2171.37,10438.30,6849.38,14731.40,5412.35
09/27/16,2159.93,10361.50,6807.67,14558.00,5405.89
09/26/16,2146.10,10393.70,6818.04,14619.50,5431.42
09/23/16,2164.69,10627.00,6909.43,14697.90,5431.30
09/22/16,2177.18,10674.20,6911.40,14797.20,5374.46
09/21/16,2163.12,10436.50,6834.77,14710.80,5339.56
09/20/16,2139.76,10393.90,6830.79,14522.00,5303.57
09/19/16,2139.12,10373.90,6813.55,14496.20,5294.76
09/16/16,2139.16,10276.20,6710.28,14450.70,5296.70
09/15/16,2147.26,10431.20,6730.30,14503.70,5239.86
09/14/16,2125.77,10378.40,6673.31,14366.50,5227.69
09/13/16,2127.02,10386.60,6665.63,14349.10,5207.78
09/12/16,2159.04,10431.80,6700.90,14597.10,5219.61
09/09/16,2127.81,10573.40,6776.95,14540.00,5339.18
09/08/16,2181.30,10675.30,6858.70,14803.30,5385.75
09/07/16,2186.16,10753.00,6846.58,14796.80,5424.25
09/06/16,2186.48,10687.10,6826.05,14813.00,5413.63
09/02/16,2179.98,10683.80,6894.60,14795.70,5372.80
09/01/16,2170.86,10534.30,6745.97,14683.90,5415.56
08/31/16,2170.95,10592.70,6781.51,14598.00,5433.03
08/30/16,2176.12,10657.60,6820.79,14684.90,5478.29
08/29/16,2180.38,10544.40,6838.05,14682.00,5469.22
08/26/16,2169.04,10587.80,6838.05,14639.90,5515.47
08/25/16,2172.47,10529.60,6816.90,14630.70,5541.89
08/24/16,2175.44,10623.00,6835.78,14626.20,5561.67
08/23/16,2186.90,10592.90,6868.51,14764.80,5553.77
08/22/16,2182.64,10494.40,6828.54,14748.20,5515.06
08/19/16,2183.87,10544.40,6858.95,14687.50,5526.68
08/18/16,2187.02,10603.00,6868.96,14695.70,5507.82
08/17/16,2182.22,10537.70,6859.15,14697.60,5535.05
08/16/16,2178.15,10676.70,6893.92,14703.40,5531.98
08/15/16,2190.15,10739.20,6941.19,14777.00,5539.96
08/12/16,2184.05,10713.40,6916.02,14747.50,5530.91
08/11/16,2185.79,10742.80,6914.71,14796.10,5508.01
08/10/16,2175.49,10650.90,6866.42,14775.00,5543.71
08/09/16,2181.74,10692.90,6851.30,14801.20,5552.55
08/08/16,2180.89,10432.40,6809.13,14755.60,5537.84
08/05/16,2182.87,10367.20,6793.47,14648.80,5497.41
08/04/16,2164.25,10227.90,6740.16,14528.80,5475.81
08/03/16,2163.79,10170.20,6634.40,14512.00,5465.72
08/02/16,2157.03,10144.30,6645.40,14477.00,5540.54
08/01/16,2170.84,10330.50,6693.95,14582.70,5587.39
07/29/16,2173.60,10337.50,6724.43,14582.70,5562.36
07/28/16,2170.06,10274.90,6721.06,14552.70,5556.56
07/27/16,2166.58,10319.50,6750.43,14546.50,5539.69
07/26/16,2169.17,10247.80,6724.03,14550.00,5537.47
07/25/16,2168.48,10198.20,6710.13,14498.10,5533.56
07/22/16,2175.03,10147.50,6730.48,14600.70,5498.19
07/21/16,2165.17,10156.20,6699.89,14565.80,5512.40
07/20/16,2173.02,10142.00,6728.99,14533.60,5488.72
07/19/16,2163.78,9981.24,6697.37,14524.60,5451.25
07/18/16,2166.89,10063.10,6695.42,14532.40,5458.47
07/15/16,2161.73,10066.90,6669.24,14482.40,5429.57
07/14/16,2163.75,10068.30,6654.47,14514.50,5411.61
07/13/16,2152.42,9930.71,6670.40,14493.80,5388.53
07/12/16,2152.14,9964.07,6680.69,14477.70,5353.22
07/11/16,2137.16,9833.41,6682.86,14361.90,5337.10
07/08/16,2129.90,9629.66,6590.64,14259.80,5230.54
07/07/16,2097.90,9418.78,6533.79,14134.50,5227.92
07/06/16,2099.73,9373.26,6463.59,14231.10,5197.50
07/05/16,2088.55,9532.61,6545.37,14219.60,5228.00
07/01/16,2102.94,9776.12,6577.83,14064.50,5246.61
06/30/16,2098.86,9680.09,6504.33,14064.50,5233.38
06/29/16,2070.77,9612.27,6360.06,14036.70,5142.40
06/28/16,2036.09,9447.28,6140.39,13842.70,5103.27
06/27/16,2000.54,9268.66,5982.20,13689.80,5137.23
06/24/16,2037.41,9557.16,6138.69,13891.90,5113.18
06/23/16,2113.32,10257.00,6338.10,14131.40,5280.68
06/22/16,2085.44,10071.10,6261.19,14003.80,5270.95
06/21/16,2088.90,10015.50,6226.55,14012.30,5274.36
06/20/16,2083.25,9962.02,6204.00,14015.10,5256.76
06/17/16,2071.21,9631.36,6021.09,13901.80,5162.66
06/16/16,2077.98,9550.47,5950.48,13882.40,5145.98
06/15/16,2071.50,9606.71,5966.80,13923.50,5147.06
06/14/16,2075.32,9519.20,5923.53,13884.20,5203.26
06/13/16,2079.06,9657.44,6044.97,13993.90,5312.60
06/10/16,2096.07,9834.62,6115.76,14037.50,5312.60
06/09/16,2115.48,10088.90,6231.89,14240.00,5361.94
06/08/16,2119.12,10217.00,6301.52,14313.10,5369.98
06/07/16,2112.13,10287.70,6284.53,14365.60,5371.03
06/06/16,2109.41,10121.10,6273.40,14276.20,5360.42
06/03/16,2099.13,10103.30,6209.63,14226.80,5318.89
06/02/16,2105.26,10208.00,6185.61,14137.00,5278.89
06/01/16,2099.33,10204.40,6191.93,14063.50,5323.17
05/31/16,2096.96,10262.70,6230.79,14065.80,5378.56
05/27/16,2099.06,10286.30,6270.79,14105.20,5405.91
05/26/16,2090.10,10272.70,6265.65,14049.20,5388.09
05/25/16,2090.54,10205.20,6262.85,14053.70,5372.51
05/24/16,2076.06,10057.30,6219.26,13952.90,5295.57
05/23/16,2048.04,9842.29,6136.43,13919.60,5318.94
05/20/16,2052.32,9916.02,6156.32,13919.60,5351.31
05/19/16,2040.04,9795.89,6053.35,13817.30,5323.34
05/18/16,2047.63,9943.23,6165.80,13826.00,5356.20
05/17/16,2047.21,9890.19,6167.77,13917.10,5395.87
05/16/16,2066.66,9952.90,6151.40,13893.50,5358.95
05/13/16,2046.61,9952.90,6138.50,13748.60,5328.99
05/12/16,2064.11,9862.12,6104.19,13787.80,5359.30
05/11/16,2064.46,9975.32,6162.49,13788.20,5372.29
05/10/16,2084.39,10045.40,6156.65,13775.20,5342.79
05/09/16,2058.69,9980.49,6114.81,13563.80,5320.70
05/06/16,2057.14,9869.95,6125.70,13701.50,5292.05
05/05/16,2050.63,9851.86,6117.25,13632.00,5279.06
05/04/16,2051.12,9828.25,6112.02,13632.00,5271.14
05/03/16,2063.37,9926.77,6185.59,13707.70,5353.84
05/02/16,2081.42,10123.30,6241.89,13865.60,5242.97
04/29/16,2065.30,10039.00,6241.89,13951.50,5252.22
04/28/16,2075.81,10321.20,6322.40,13886.40,5225.43
04/27/16,2095.15,10299.80,6319.91,13887.70,5187.71
04/26/16,2091.69,10259.60,6284.52,13809.40,5220.64
04/25/16,2087.79,10294.40,6260.92,13796.00,5236.37
04/22/16,2091.58,10373.50,6310.44,13874.00,5236.37
04/21/16,2091.48,10435.70,6381.44,13881.20,5272.71
04/20/16,2102.40,10421.30,6410.26,13911.30,5215.95
04/19/16,2100.80,10349.60,6405.35,13867.30,5188.81
04/18/16,2094.34,10120.30,6353.52,13719.80,5137.06
04/15/16,2080.73,10051.60,6343.75,13637.20,5157.49
04/14/16,2082.78,10093.70,6365.10,13668.30,5118.62
04/13/16,2082.42,10026.10,6362.89,13671.40,5054.65
04/12/16,2061.71,9761.47,6242.39,13581.40,4975.65
04/11/16,2041.99,9682.99,6200.12,13422.80,4931.53
04/08/16,2047.60,9622.26,6204.41,13396.70,4937.62
04/07/16,2041.91,9530.62,6136.89,13266.40,4964.08
04/06/16,2066.66,9624.51,6161.63,13347.50,4945.91
04/05/16,2045.17,9563.36,6091.23,13304.70,4924.39
04/04/16,2066.13,9822.08,6164.72,13336.20,4995.32
04/01/16,2072.78,9794.64,6146.05,13440.40,4999.39
03/31/16,2059.73,9965.51,6174.90,13494.40,5082.78
03/30/16,2063.94,10046.60,6203.17,13504.00,5010.27
03/29/16,2055.01,9887.94,6105.90,13426.20,5004.52
03/28/16,2037.05,9851.35,6106.48,13390.20,5084.21
03/24/16,2035.94,9851.35,6106.48,13358.10,5084.21
03/23/16,2036.71,10022.90,6199.11,13379.50,5142.27
03/22/16,2049.80,9990.00,6192.74,13493.50,5166.62
03/21/16,2051.60,9948.64,6184.58,13561.10,5166.57
03/18/16,2049.58,9950.80,6189.64,13497.10,5183.12
03/17/16,2040.59,9892.20,6201.12,13621.30,5168.15
03/16/16,2027.22,9983.41,6175.49,13478.10,5119.03
03/15/16,2015.93,9933.85,6139.97,13400.30,5111.42
03/14/16,2019.64,9990.26,6174.57,13477.50,5185.46
03/11/16,2022.19,9831.13,6139.79,13522.00,5166.39
03/10/16,1989.57,9498.15,6036.70,13379.10,5150.07
03/09/16,1989.26,9723.09,6146.32,13392.90,5157.19
03/08/16,1979.26,9692.82,6125.44,13311.00,5107.96
03/07/16,2001.76,9778.93,6182.40,13383.60,5142.81
03/04/16,1999.99,9824.17,6199.43,13212.50,5090.02
03/03/16,1993.40,9751.92,6130.46,13123.70,5081.12
03/02/16,1986.45,9776.62,6147.06,13017.90,5021.23
03/01/16,1978.35,9717.16,6152.88,12982.10,4922.25
02/29/16,1932.23,9495.40,6097.09,12860.40,4880.93
02/26/16,1948.05,9513.30,6096.01,12797.80,4879.96
02/25/16,1951.70,9331.48,6012.81,12753.60,4881.18
02/24/16,1929.80,9167.80,5867.18,12740.30,4875.02
02/23/16,1921.27,9416.77,5962.31,12763.40,4979.59
02/22/16,1945.50,9573.59,6037.73,12845.60,5001.22
02/19/16,1917.78,9388.05,5950.23,12813.40,4952.80
02/18/16,1917.83,9463.64,5971.95,12931.40,4992.00
02/17/16,1926.82,9377.21,6030.32,12867.20,4882.10
02/16/16,1895.58,9135.11,5862.17,12555.00,4910.04
02/12/16,1864.78,8967.51,5707.60,12381.20,4765.35
02/11/16,1829.08,8752.87,5536.97,12087.40,4821.08
02/10/16,1851.86,9017.29,5672.30,12185.70,4775.68
02/09/16,1852.21,8879.40,5632.19,12282.70,4832.08
02/08/16,1853.44,8979.36,5689.36,12535.40,4975.39
02/05/16,1880.05,9286.23,5848.06,12764.00,4976.18
02/04/16,1915.45,9393.36,5898.76,12774.50,4980.36
02/03/16,1912.53,9434.82,5837.14,12593.00,4876.76
02/02/16,1903.03,9581.04,5922.01,12442.30,4993.32
02/01/16,1939.38,9757.88,6060.10,12674.40,5043.59
01/29/16,1940.24,9798.11,6083.79,12822.10,5005.52
01/28/16,1893.36,9639.59,5931.78,12591.90,4976.16
01/27/16,1882.95,9880.82,5990.37,12377.80,4946.44
01/26/16,1903.63,9822.75,5911.46,12331.30,5006.56
01/25/16,1877.08,9736.15,5877.00,12143.20,5006.56
01/22/16,1906.90,9764.88,5900.01,12389.60,4915.95
01/21/16,1868.99,9574.16,5773.79,12035.90,4864.00
01/20/16,1859.33,9391.64,5673.58,11843.10,4841.53
01/19/16,1881.33,9664.21,5876.80,12002.20,4903.07
01/15/16,1880.33,9545.27,5804.10,12073.50,4892.80
01/14/16,1921.84,9794.20,5918.23,12336.00,4909.38
01/13/16,1890.28,9960.96,5960.97,12170.40,4987.44
01/12/16,1938.68,9985.43,5929.24,12373.90,4925.13
01/11/16,1923.67,9825.07,5871.83,12319.30,4932.24
01/08/16,1922.03,9849.34,5912.44,12445.50,4990.84
01/07/16,1943.09,9979.85,5954.08,12448.20,5010.34
01/06/16,1990.26,10214.00,6073.38,12726.80,5123.13
01/05/16,2016.71,10310.10,6137.24,12920.10,5184.43
01/04/16,2012.66,10283.40,6093.43,12927.20,5270.48
12/31/15,2043.94,10743.00,6242.32,13010.00,5295.90
12/30/15,2063.36,10743.00,6274.05,13142.30,5319.94
12/29/15,2078.36,10860.10,6314.57,13245.80,5267.34
12/28/15,2056.50,10653.90,6254.64,13309.80,5207.60
12/24/15,2060.98,10727.60,6254.64,13309.80,5207.60
12/23/15,2064.29,10727.60,6240.98,13284.90,5141.78
12/22/15,2038.97,10488.80,6083.10,13082.90,5116.69
12/21/15,2021.15,10497.80,6034.84,13034.40,5109.05
12/18/15,2005.55,10608.20,6052.42,13024.30,5106.66
12/17/15,2041.89,10738.10,6102.54,13009.90,5102.01
12/16/15,2073.07,10469.30,6061.19,13166.10,5028.45
12/15/15,2043.41,10450.40,6017.79,12919.60,4909.56
12/14/15,2021.94,10139.30,5874.06,12695.50,4928.60
12/11/15,2012.37,10340.10,5952.78,12790.00,5029.45
12/10/15,2052.23,10598.90,6088.05,13016.60,5037.72
12/09/15,2047.62,10592.50,6126.68,12937.60,5080.45
12/08/15,2063.59,10673.60,6135.22,12922.50,5108.60
12/07/15,2077.07,10886.10,6223.52,13042.80,5155.70
12/04/15,2091.69,10752.10,6238.29,13358.80,5151.61
12/03/15,2049.62,10789.20,6275.00,13324.70,5227.72
12/02/15,2079.51,11190.00,6420.93,13463.80,5258.34
12/01/15,2102.63,11261.20,6395.65,13636.10,5266.14
11/30/15,2080.41,11382.20,6356.09,13469.80,5166.52
11/27/15,2090.11,11293.80,6375.15,13368.20,5202.58
11/25/15,2088.87,11169.50,6337.64,13403.40,5193.68
11/24/15,2089.14,10934.00,6277.23,13407.80,5226.39
11/23/15,2086.59,11092.30,6305.49,13382.40,5276.42
11/20/15,2089.17,11119.80,6334.63,13433.50,5256.14
11/19/15,2081.23,11085.40,6329.93,13473.80,5242.57
11/18/15,2083.58,10960.00,6278.97,13400.00,5133.11
11/17/15,2050.44,10971.00,6268.76,13280.40,5118.24
11/16/15,2053.19,10713.20,6146.38,13317.50,5003.82
11/13/15,2023.04,10708.40,6118.28,13075.40,5051.26
11/12/15,2045.97,10782.60,6178.68,13127.20,5125.69
11/10/15,2081.71,10832.50,6275.28,13411.60,5099.23
11/09/15,2078.58,10815.50,6295.16,13482.60,5119.49
11/06/15,2099.19,10988.00,6353.83,13553.30,5215.01
11/05/15,2099.92,10887.70,6364.90,13558.80,5192.97
11/04/15,2102.31,10845.20,6412.88,13661.80,5242.29
11/03/15,2109.79,10951.20,6383.61,13710.30,5239.22
11/02/15,2104.05,10950.70,6361.80,13623.00,5165.75
10/30/15,2079.36,10850.10,6361.09,13529.20,5239.44
10/29/15,2089.41,10800.80,6395.80,13791.90,5266.86
10/28/15,2090.35,10832.00,6437.80,13863.20,5335.22
10/27/15,2065.89,10692.20,6365.27,13699.60,5346.15
10/26/15,2071.17,10801.30,6417.02,13790.90,5347.99
10/23/15,2075.15,10794.50,6444.08,13953.70,5351.56
10/22/15,2052.51,10492.00,6376.28,13878.10,5263.84
10/21/15,2018.94,10238.10,6348.42,13704.20,5248.31
10/20/15,2030.77,10147.70,6345.13,13841.90,5235.57
10/19/15,2033.66,10164.30,6352.33,13758.40,5269.71
10/16/15,2033.11,10104.40,6378.04,13838.10,5268.21
