Date,US,Germany,UK,Canada,Australia
21-May-19,"2,864.36","12,143.50","7,328.92","16,426.50","6,500.14"
20-May-19,"2,840.23","12,041.30","7,310.88","16,401.80","6,476.10"
17-May-19,"2,859.53","12,238.90","7,348.62","16,401.80","6,365.30"
16-May-19,"2,876.32","12,310.40","7,353.51","16,443.90","6,327.84"
15-May-19,"2,850.96","12,099.60","7,296.95","16,318.10","6,284.20"
14-May-19,"2,834.41","11,991.60","7,241.60","16,284.50","6,239.91"
13-May-19,"2,811.87","11,876.70","7,163.68","16,193.40","6,297.59"
10-May-19,"2,881.40","12,059.80","7,203.29","16,297.50","6,310.85"
9-May-19,"2,870.72","11,973.90","7,207.41","16,321.80","6,295.33"
8-May-19,"2,879.42","12,179.90","7,271.00","16,397.40","6,269.15"
7-May-19,"2,884.05","12,092.70","7,260.47","16,357.80","6,295.68"
6-May-19,"2,932.47","12,286.90","7,380.64","16,493.50","6,283.73"
3-May-19,"2,945.64","12,412.80","7,380.64","16,494.40","6,335.80"
2-May-19,"2,917.52","12,345.40","7,351.31","16,410.90","6,338.41"
1-May-19,"2,923.73","12,344.10","7,385.26","16,502.80","6,375.89"
30-Apr-19,"2,945.83","12,344.10","7,418.22","16,580.70","6,325.47"
29-Apr-19,"2,943.03","12,328.00","7,440.66","16,600.40","6,359.49"
26-Apr-19,"2,939.88","12,315.20","7,428.19","16,613.50","6,385.65"
25-Apr-19,"2,926.17","12,282.60","7,434.13","16,576.10","6,382.14"
24-Apr-19,"2,927.25","12,313.20","7,471.75","16,586.50","6,382.14"
23-Apr-19,"2,933.68","12,235.50","7,523.07","16,669.40","6,319.42"
22-Apr-19,"2,907.97","12,222.40","7,459.88","16,577.30","6,259.81"
18-Apr-19,"2,905.03","12,222.40","7,459.88","16,612.80","6,259.81"
17-Apr-19,"2,900.45","12,153.10","7,471.32","16,544.20","6,256.38"
16-Apr-19,"2,907.06","12,101.30","7,469.92","16,502.20","6,277.45"
15-Apr-19,"2,905.58","12,020.30","7,436.87","16,515.50","6,251.44"
12-Apr-19,"2,907.41","11,999.90","7,437.06","16,480.50","6,251.32"
11-Apr-19,"2,888.32","11,935.20","7,417.95","16,399.50","6,198.67"
10-Apr-19,"2,888.21","11,905.90","7,421.91","16,396.30","6,223.54"
9-Apr-19,"2,878.20","11,850.60","7,425.57","16,336.50","6,221.82"
8-Apr-19,"2,895.77","11,963.40","7,451.89","16,407.30","6,221.35"
5-Apr-19,"2,892.74","12,009.80","7,446.87","16,396.20","6,181.26"
4-Apr-19,"2,879.39","11,988.00","7,401.94","16,311.60","6,232.80"
3-Apr-19,"2,873.40","11,954.40","7,418.28","16,279.90","6,285.05"
2-Apr-19,"2,867.24","11,754.80","7,391.12","16,263.90","6,242.36"
1-Apr-19,"2,867.19","11,682.00","7,317.38","16,228.10","6,216.96"
29-Mar-19,"2,834.40","11,526.00","7,279.19","16,102.10","6,180.73"
28-Mar-19,"2,815.44","11,428.20","7,234.33","16,155.50","6,176.08"
27-Mar-19,"2,805.37","11,419.00","7,194.19","16,132.50","6,135.97"
26-Mar-19,"2,818.46","11,419.50","7,196.29","16,155.20","6,130.59"
25-Mar-19,"2,798.36","11,346.70","7,177.58","16,065.90","6,126.21"
22-Mar-19,"2,800.71","11,364.20","7,207.59","16,089.30","6,195.23"
21-Mar-19,"2,854.88","11,550.00","7,355.31","16,244.60","6,167.17"
20-Mar-19,"2,824.23","11,603.90","7,291.01","16,167.60","6,165.35"
19-Mar-19,"2,832.57","11,788.40","7,324.00","16,188.10","6,187.79"
18-Mar-19,"2,832.94","11,657.10","7,299.19","16,251.40","6,190.53"
15-Mar-19,"2,822.48","11,685.70","7,228.28","16,140.40","6,175.17"
14-Mar-19,"2,808.48","11,587.50","7,185.43","16,087.50","6,179.59"
13-Mar-19,"2,810.92","11,572.40","7,159.19","16,150.00","6,161.19"
12-Mar-19,"2,791.52","11,524.20","7,151.15","16,136.70","6,174.82"
11-Mar-19,"2,783.30","11,543.50","7,130.62","16,106.20","6,180.19"
8-Mar-19,"2,743.07","11,457.80","7,104.31","15,996.20","6,203.76"
7-Mar-19,"2,748.93","11,517.80","7,157.55","16,056.50","6,263.89"
6-Mar-19,"2,771.45","11,587.60","7,196.00","16,092.10","6,245.61"
5-Mar-19,"2,789.65","11,620.70","7,183.43","16,086.50","6,199.29"
4-Mar-19,"2,792.81","11,592.70","7,134.39","16,038.10","6,217.41"
1-Mar-19,"2,803.69","11,601.70","7,106.73","16,068.30","6,192.73"
28-Feb-19,"2,784.49","11,515.60","7,074.73","15,999.00","6,168.99"
27-Feb-19,"2,792.38","11,487.30","7,107.20","16,074.30","6,150.27"
26-Feb-19,"2,793.90","11,540.80","7,151.12","16,067.90","6,128.39"
25-Feb-19,"2,796.11","11,505.40","7,183.74","16,057.00","6,186.32"
22-Feb-19,"2,792.67","11,457.70","7,178.60","16,013.00","6,167.31"
21-Feb-19,"2,774.88","11,423.30","7,167.39","16,000.90","6,139.25"
20-Feb-19,"2,784.70","11,402.00","7,228.62","16,031.20","6,096.49"
19-Feb-19,"2,779.76","11,309.20","7,179.17","15,937.50","6,106.88"
15-Feb-19,"2,775.60","11,299.80","7,236.68","15,838.20","6,066.10"
14-Feb-19,"2,745.73","11,089.80","7,197.01","15,696.00","6,059.39"
13-Feb-19,"2,753.03","11,167.20","7,190.84","15,626.70","6,063.57"
12-Feb-19,"2,744.73","11,126.10","7,133.14","15,642.10","6,079.08"
11-Feb-19,"2,709.80","11,014.60","7,129.11","15,568.90","6,060.85"
8-Feb-19,"2,707.88","10,906.80","7,071.18","15,633.30","6,071.46"
7-Feb-19,"2,706.05","11,022.00","7,093.58","15,703.40","6,092.46"
6-Feb-19,"2,731.61","11,324.70","7,173.09","15,712.30","6,026.15"
5-Feb-19,"2,737.70","11,368.00","7,177.37","15,702.70","6,005.92"
4-Feb-19,"2,724.87","11,176.60","7,034.13","15,602.30","5,891.20"
1-Feb-19,"2,706.53","11,180.70","7,020.22","15,506.30","5,862.83"
31-Jan-19,"2,704.10","11,173.10","6,968.85","15,540.60","5,864.65"
30-Jan-19,"2,681.05","11,181.70","6,941.63","15,484.50","5,886.70"
29-Jan-19,"2,640.00","11,218.80","6,833.93","15,463.10","5,874.17"
28-Jan-19,"2,643.85","11,210.30","6,747.10","15,378.60","5,905.60"
25-Jan-19,"2,664.76","11,281.80","6,809.22","15,366.00","5,905.60"
24-Jan-19,"2,642.33","11,130.20","6,818.95","15,280.80","5,865.69"
23-Jan-19,"2,638.70","11,071.50","6,842.88","15,208.30","5,843.72"
22-Jan-19,"2,632.90","11,090.10","6,901.39","15,233.80","5,858.79"
18-Jan-19,"2,670.71","11,205.50","6,968.33","15,303.80","5,879.59"
17-Jan-19,"2,635.96","10,918.60","6,834.92","15,211.20","5,850.05"
16-Jan-19,"2,616.10","10,931.20","6,862.68","15,111.30","5,835.16"
15-Jan-19,"2,610.30","10,891.80","6,895.02","15,046.30","5,814.56"
14-Jan-19,"2,582.61","10,855.90","6,855.02","14,975.50","5,773.37"
11-Jan-19,"2,596.26","10,887.50","6,918.18","14,939.20","5,774.58"
10-Jan-19,"2,596.64","10,921.60","6,942.87","14,903.50","5,795.27"
9-Jan-19,"2,584.96","10,893.30","6,906.63","14,804.70","5,778.29"
8-Jan-19,"2,574.41","10,804.00","6,861.60","14,605.20","5,722.44"
7-Jan-19,"2,549.69","10,747.80","6,810.88","14,504.10","5,683.19"
4-Jan-19,"2,531.94","10,767.70","6,837.42","14,426.60","5,619.35"
3-Jan-19,"2,447.89","10,416.70","6,692.66","14,212.80","5,633.40"
2-Jan-19,"2,510.03","10,580.20","6,734.23","14,347.20","5,557.76"
31-Dec-18,"2,506.85","10,559.00","6,728.13","14,322.90","5,646.40"
28-Dec-18,"2,485.74","10,559.00","6,733.97","14,222.00","5,654.32"
27-Dec-18,"2,488.83","10,381.50","6,584.68","14,165.20","5,597.20"
26-Dec-18,"2,467.70","10,633.80","6,685.99","13,780.20","5,493.80"
24-Dec-18,"2,351.10","10,633.80","6,685.99","13,780.20","5,493.80"
21-Dec-18,"2,416.62","10,633.80","6,721.17","13,935.40","5,467.64"
20-Dec-18,"2,467.42","10,611.10","6,711.93","14,141.80","5,505.82"
19-Dec-18,"2,506.96","10,766.20","6,765.94","14,264.10","5,580.60"
18-Dec-18,"2,546.16","10,740.90","6,701.59","14,416.90","5,589.47"
17-Dec-18,"2,545.94","10,772.20","6,773.24","14,362.70","5,658.27"
14-Dec-18,"2,599.95","10,865.80","6,845.17","14,595.10","5,601.98"
13-Dec-18,"2,650.54","10,924.70","6,877.50","14,750.40","5,661.61"
12-Dec-18,"2,651.07","10,929.40","6,880.19","14,783.10","5,653.50"
11-Dec-18,"2,636.78","10,780.50","6,806.94","14,667.80","5,575.88"
10-Dec-18,"2,637.72","10,622.10","6,721.54","14,728.30","5,552.50"
7-Dec-18,"2,633.08","10,788.10","6,778.11","14,795.10","5,681.49"
6-Dec-18,"2,695.95","10,811.00","6,704.05","14,937.00","5,657.65"
5-Dec-18,"2,700.06","11,200.20","6,921.84","15,182.60","5,668.35"
4-Dec-18,"2,700.06","11,335.30","7,022.76","15,063.60","5,713.14"
3-Dec-18,"2,790.37","11,465.50","7,062.41","15,275.00","5,771.16"
30-Nov-18,"2,760.17","11,257.20","6,980.24","15,197.80","5,667.16"
29-Nov-18,"2,737.76","11,298.20","7,038.95","15,194.00","5,758.42"
28-Nov-18,"2,743.79","11,298.90","7,004.52","15,171.30","5,725.08"
27-Nov-18,"2,682.17","11,309.10","7,016.85","14,944.10","5,728.28"
26-Nov-18,"2,673.45","11,354.70","7,036.00","15,012.70","5,671.57"
23-Nov-18,"2,632.56","11,192.70","6,952.86","15,010.70","5,716.20"
21-Nov-18,"2,649.93","11,244.20","7,050.23","15,095.00","5,642.77"
20-Nov-18,"2,641.89","11,066.40","6,947.92","14,877.00","5,671.79"
19-Nov-18,"2,690.73","11,244.50","7,000.89","15,071.00","5,693.66"
16-Nov-18,"2,736.27","11,341.00","7,013.88","15,155.50","5,730.55"
15-Nov-18,"2,730.20","11,353.70","7,038.01","15,144.90","5,736.02"
14-Nov-18,"2,701.58","11,412.50","7,033.79","15,133.10","5,732.77"
13-Nov-18,"2,722.18","11,472.20","7,053.76","15,131.80","5,834.23"
9-Nov-18,"2,781.01","11,529.20","7,105.34","15,274.40","5,921.85"
8-Nov-18,"2,806.83","11,527.30","7,140.68","15,357.50","5,928.24"
7-Nov-18,"2,813.89","11,579.10","7,117.28","15,369.40","5,896.87"
6-Nov-18,"2,755.45","11,484.30","7,040.68","15,292.70","5,875.18"
5-Nov-18,"2,738.31","11,495.00","7,103.84","15,217.70","5,818.14"
2-Nov-18,"2,723.06","11,519.00","7,094.12","15,119.30","5,849.21"
1-Nov-18,"2,740.37","11,468.50","7,114.66","15,150.20","5,840.80"
31-Oct-18,"2,711.74","11,447.50","7,128.10","15,027.30","5,830.31"
30-Oct-18,"2,682.63","11,287.40","7,035.85","14,894.50","5,805.10"
29-Oct-18,"2,641.25","11,335.50","7,026.32","14,721.80","5,728.15"
26-Oct-18,"2,658.69","11,200.60","6,939.56","14,888.30","5,665.16"
25-Oct-18,"2,705.57","11,307.10","7,004.10","14,924.10","5,664.07"
24-Oct-18,"2,656.10","11,191.60","6,962.98","14,909.10","5,829.02"
23-Oct-18,"2,740.69","11,274.30","6,955.21","15,285.20","5,843.09"
22-Oct-18,"2,755.88","11,524.30","7,042.80","15,412.70","5,904.94"
19-Oct-18,"2,767.78","11,553.80","7,049.80","15,470.10","5,939.49"
18-Oct-18,"2,768.78","11,589.20","7,026.99","15,404.10","5,942.41"
17-Oct-18,"2,809.21","11,715.00","7,054.60","15,529.90","5,939.10"
16-Oct-18,"2,809.92","11,776.50","7,059.40","15,579.70","5,869.88"
15-Oct-18,"2,750.79","11,614.20","7,029.22","15,409.50","5,837.10"
12-Oct-18,"2,767.13","11,523.80","6,995.91","15,414.30","5,895.67"
11-Oct-18,"2,728.37","11,539.40","7,006.93","15,317.10","5,883.76"
10-Oct-18,"2,785.68","11,712.50","7,145.74","15,517.40","6,049.81"
9-Oct-18,"2,880.34","11,977.20","7,237.59","15,854.00","6,041.07"
5-Oct-18,"2,885.57","12,111.90","7,318.54","15,946.20","6,185.49"
4-Oct-18,"2,901.61","12,244.10","7,418.34","16,006.70","6,176.30"
3-Oct-18,"2,925.51","12,287.60","7,510.28","16,072.00","6,146.07"
2-Oct-18,"2,923.43","12,287.60","7,474.55","16,017.20","6,126.21"
1-Oct-18,"2,924.59","12,339.00","7,495.67","16,104.40","6,172.26"
28-Sep-18,"2,913.98","12,246.70","7,510.20","16,073.10","6,207.56"
27-Sep-18,"2,914.00","12,435.60","7,545.44","16,204.60","6,181.22"
26-Sep-18,"2,905.97","12,385.90","7,511.49","16,169.30","6,192.28"
25-Sep-18,"2,915.56","12,374.70","7,507.56","16,159.50","6,185.88"
24-Sep-18,"2,919.37","12,350.80","7,458.41","16,207.30","6,186.87"
21-Sep-18,"2,929.67","12,430.90","7,490.23","16,224.10","6,194.56"
20-Sep-18,"2,930.75","12,326.50","7,367.32","16,214.80","6,169.50"
19-Sep-18,"2,907.95","12,219.00","7,331.12","16,149.90","6,189.96"
18-Sep-18,"2,904.31","12,157.70","7,300.23","16,196.00","6,161.45"
17-Sep-18,"2,888.80","12,096.40","7,302.10","16,082.30","6,184.97"
14-Sep-18,"2,904.98","12,124.30","7,304.04","16,013.50","6,165.33"
13-Sep-18,"2,904.18","12,055.50","7,281.57","16,001.70","6,128.72"
12-Sep-18,"2,888.92","12,032.30","7,313.36","16,049.00","6,175.92"
11-Sep-18,"2,887.89","11,970.30","7,273.54","16,094.30","6,179.68"
10-Sep-18,"2,877.13","11,986.30","7,279.30","16,057.10","6,141.70"
7-Sep-18,"2,871.68","11,959.60","7,277.70","16,090.30","6,143.81"
6-Sep-18,"2,878.05","11,955.30","7,318.96","16,100.90","6,160.42"
5-Sep-18,"2,888.60","12,040.50","7,383.28","16,137.60","6,230.45"
4-Sep-18,"2,896.72","12,210.20","7,457.86","16,161.30","6,293.07"
31-Aug-18,"2,901.52","12,364.10","7,432.42","16,262.90","6,319.50"
30-Aug-18,"2,901.13","12,494.20","7,516.03","16,371.50","6,351.76"
29-Aug-18,"2,914.04","12,561.70","7,563.21","16,390.30","6,352.24"
28-Aug-18,"2,897.52","12,527.40","7,617.22","16,355.50","6,304.65"
27-Aug-18,"2,896.74","12,538.30","7,577.49","16,444.40","6,268.87"
24-Aug-18,"2,874.69","12,394.50","7,577.49","16,356.00","6,247.33"
23-Aug-18,"2,856.98","12,365.60","7,563.22","16,326.80","6,244.37"
22-Aug-18,"2,861.82","12,385.70","7,574.24","16,347.30","6,265.98"
21-Aug-18,"2,862.96","12,384.50","7,565.70","16,297.00","6,284.38"
20-Aug-18,"2,857.05","12,331.30","7,591.26","16,331.00","6,344.99"
17-Aug-18,"2,850.13","12,210.50","7,558.59","16,323.70","6,339.23"
16-Aug-18,"2,840.69","12,237.20","7,556.38","16,225.70","6,328.29"
15-Aug-18,"2,818.37","12,163.00","7,497.87","16,148.50","6,329.02"
14-Aug-18,"2,839.96","12,358.90","7,611.64","16,330.70","6,299.64"
13-Aug-18,"2,821.93","12,358.70","7,642.45","16,250.80","6,252.17"
10-Aug-18,"2,833.28","12,424.40","7,667.01","16,326.50","6,278.39"
9-Aug-18,"2,853.58","12,676.10","7,741.77","16,417.00","6,297.65"
8-Aug-18,"2,857.70","12,633.50","7,776.65","16,315.10","6,268.53"
7-Aug-18,"2,858.45","12,648.20","7,718.48","16,286.30","6,253.94"
6-Aug-18,"2,850.40","12,598.20","7,663.78","16,420.20","6,272.98"
3-Aug-18,"2,840.35","12,615.80","7,659.10","16,420.20","6,234.78"
2-Aug-18,"2,827.22","12,546.30","7,575.93","16,409.20","6,240.86"
1-Aug-18,"2,813.36","12,737.00","7,652.91","16,376.80","6,275.72"
31-Jul-18,"2,816.29","12,805.50","7,748.76","16,434.00","6,280.20"
30-Jul-18,"2,802.60","12,798.20","7,700.85","16,345.50","6,278.39"
27-Jul-18,"2,818.82","12,860.40","7,701.31","16,394.00","6,300.23"
26-Jul-18,"2,837.44","12,809.20","7,663.17","16,455.70","6,244.50"
25-Jul-18,"2,846.07","12,579.30","7,658.26","16,420.80","6,247.65"
24-Jul-18,"2,820.40","12,689.40","7,709.05","16,390.10","6,265.84"
23-Jul-18,"2,806.98","12,548.60","7,655.79","16,420.80","6,227.56"
20-Jul-18,"2,801.83","12,561.40","7,678.79","16,435.50","6,285.85"
19-Jul-18,"2,804.49","12,686.30","7,683.97","16,543.00","6,262.70"
18-Jul-18,"2,815.62","12,765.90","7,676.28","16,477.40","6,245.11"
17-Jul-18,"2,809.55","12,661.50","7,626.33","16,519.20","6,203.64"
16-Jul-18,"2,798.43","12,561.00","7,600.45","16,494.70","6,241.52"
13-Jul-18,"2,801.31","12,540.70","7,661.87","16,561.10","6,268.39"
12-Jul-18,"2,798.29","12,493.00","7,651.33","16,567.40","6,268.31"
11-Jul-18,"2,774.02","12,417.10","7,591.96","16,417.30","6,215.60"
10-Jul-18,"2,793.84","12,609.90","7,692.04","16,548.70","6,258.10"
9-Jul-18,"2,784.17","12,543.90","7,687.99","16,452.30","6,286.04"
6-Jul-18,"2,759.82","12,496.20","7,617.70","16,371.80","6,272.29"
5-Jul-18,"2,736.61","12,464.30","7,603.22","16,266.60","6,215.52"
3-Jul-18,"2,713.22","12,349.10","7,593.29","16,263.20","6,210.21"
2-Jul-18,"2,726.71","12,238.20","7,547.85","16,277.70","6,177.79"
29-Jun-18,"2,718.37","12,306.00","7,636.93","16,277.70","6,194.63"
28-Jun-18,"2,716.31","12,177.20","7,615.63","16,179.90","6,215.39"
27-Jun-18,"2,699.63","12,348.60","7,621.69","16,231.30","6,195.86"
26-Jun-18,"2,723.06","12,234.30","7,537.92","16,280.10","6,197.61"
25-Jun-18,"2,717.07","12,270.30","7,509.84","16,184.00","6,210.41"
22-Jun-18,"2,754.88","12,579.70","7,682.27","16,450.10","6,225.23"
21-Jun-18,"2,749.76","12,511.90","7,556.44","16,335.20","6,232.13"
20-Jun-18,"2,767.32","12,695.20","7,627.40","16,421.00","6,172.58"
19-Jun-18,"2,762.59","12,678.00","7,603.85","16,316.50","6,102.12"
18-Jun-18,"2,773.75","12,834.10","7,631.33","16,383.60","6,104.13"
15-Jun-18,"2,779.66","13,010.50","7,633.91","16,314.40","6,094.03"
14-Jun-18,"2,782.49","13,107.10","7,765.79","16,329.00","6,016.64"
13-Jun-18,"2,775.63","12,890.60","7,703.71","16,265.80","6,023.53"
12-Jun-18,"2,786.85","12,842.30","7,703.81","16,289.00","6,054.44"
11-Jun-18,"2,782.00","12,842.90","7,737.43","16,263.30","6,045.18"
8-Jun-18,"2,779.03","12,766.50","7,681.07","16,202.70","6,045.18"
7-Jun-18,"2,770.37","12,811.00","7,704.40","16,192.80","6,057.29"
6-Jun-18,"2,772.35","12,830.10","7,712.37","16,183.90","6,025.11"
5-Jun-18,"2,748.80","12,787.10","7,686.80","16,122.30","5,994.88"
4-Jun-18,"2,746.87","12,770.80","7,741.29","16,052.20","6,025.55"
1-Jun-18,"2,734.62","12,724.30","7,701.77","16,043.50","5,990.39"
31-May-18,"2,705.27","12,604.90","7,678.20","16,061.50","6,011.88"
30-May-18,"2,724.01","12,783.80","7,689.57","16,048.70","5,984.73"
29-May-18,"2,689.86","12,666.50","7,632.64","15,922.60","6,013.56"
25-May-18,"2,721.33","12,938.00","7,730.28","16,075.70","6,032.82"
24-May-18,"2,727.76","12,855.10","7,716.74","16,113.60","6,037.08"
23-May-18,"2,733.29","12,976.80","7,788.44","16,133.80","6,032.51"
22-May-18,"2,724.44","13,169.90","7,877.45","16,144.80","6,041.87"
21-May-18,"2,733.01","13,077.70","7,859.17","16,162.30","6,084.49"
18-May-18,"2,712.97","13,077.70","7,778.79","16,162.30","6,087.36"
17-May-18,"2,720.13","13,114.60","7,787.97","16,143.50","6,094.26"
16-May-18,"2,722.46","12,996.30","7,734.20","16,108.10","6,106.96"
15-May-18,"2,711.45","12,970.00","7,722.98","16,097.80","6,097.82"
14-May-18,"2,730.13","12,977.70","7,710.98","16,085.60","6,135.30"
11-May-18,"2,727.72","13,001.20","7,724.55","15,983.30","6,116.19"
10-May-18,"2,723.07","13,022.90","7,700.97","15,959.50","6,118.75"
9-May-18,"2,697.79","12,943.10","7,662.52","15,910.80","6,108.02"
8-May-18,"2,671.92","12,912.20","7,565.75","15,842.70","6,091.89"
7-May-18,"2,672.63","12,948.10","7,567.14","15,808.60","6,084.47"
4-May-18,"2,663.42","12,819.60","7,567.14","15,729.40","6,062.89"
3-May-18,"2,629.73","12,690.20","7,502.69","15,621.50","6,098.27"
2-May-18,"2,635.67","12,802.30","7,543.20","15,627.90","6,050.19"
1-May-18,"2,654.80","12,612.10","7,520.36","15,618.90","6,015.23"
30-Apr-18,"2,648.05","12,612.10","7,509.30","15,607.90","5,982.73"
27-Apr-18,"2,669.91","12,580.90","7,502.21","15,668.90","5,953.65"
26-Apr-18,"2,666.94","12,500.50","7,421.43","15,637.60","5,910.77"
25-Apr-18,"2,639.40","12,422.30","7,379.32","15,509.80","5,921.55"
24-Apr-18,"2,634.56","12,550.80","7,425.40","15,477.00","5,921.55"
23-Apr-18,"2,670.29","12,572.40","7,398.87","15,552.10","5,886.01"
20-Apr-18,"2,670.14","12,540.50","7,368.17","15,484.30","5,868.78"
19-Apr-18,"2,693.13","12,567.40","7,328.92","15,454.40","5,881.00"
18-Apr-18,"2,708.64","12,590.80","7,317.34","15,530.00","5,861.42"
17-Apr-18,"2,706.39","12,585.60","7,226.05","15,353.30","5,841.55"
16-Apr-18,"2,677.84","12,391.40","7,198.20","15,300.40","5,841.34"
13-Apr-18,"2,656.30","12,442.40","7,264.56","15,274.00","5,829.08"
12-Apr-18,"2,663.99","12,415.00","7,258.34","15,269.30","5,815.53"
11-Apr-18,"2,642.19","12,294.00","7,257.14","15,257.90","5,828.68"
10-Apr-18,"2,656.87","12,397.30","7,266.75","15,262.10","5,856.97"
9-Apr-18,"2,613.16","12,261.80","7,194.75","15,227.70","5,808.67"
6-Apr-18,"2,604.47","12,241.30","7,183.64","15,207.40","5,788.74"
5-Apr-18,"2,662.84","12,305.20","7,199.50","15,356.00","5,788.81"
4-Apr-18,"2,644.69","11,957.90","7,034.01","15,164.40","5,761.35"
3-Apr-18,"2,614.45","12,002.50","7,030.46","15,180.80","5,751.92"
2-Apr-18,"2,581.88","12,096.70","7,056.61","15,213.50","5,759.36"
29-Mar-18,"2,640.87","12,096.70","7,056.61","15,367.30","5,759.36"
28-Mar-18,"2,605.00","11,940.70","7,044.74","15,169.90","5,789.47"
27-Mar-18,"2,612.62","11,970.80","7,000.14","15,216.20","5,832.30"
26-Mar-18,"2,658.55","11,787.30","6,888.69","15,298.60","5,790.47"
23-Mar-18,"2,588.26","11,886.30","6,921.94","15,223.70","5,820.73"
22-Mar-18,"2,643.69","12,100.10","6,952.59","15,399.90","5,937.15"
21-Mar-18,"2,711.93","12,309.20","7,038.97","15,675.30","5,950.27"
20-Mar-18,"2,716.94","12,307.30","7,061.27","15,616.40","5,936.38"
19-Mar-18,"2,712.92","12,217.00","7,042.93","15,589.40","5,959.43"
16-Mar-18,"2,752.01","12,389.60","7,164.14","15,711.30","5,949.42"
15-Mar-18,"2,747.33","12,345.60","7,139.76","15,670.60","5,920.85"
14-Mar-18,"2,749.48","12,237.70","7,132.69","15,653.60","5,935.31"
13-Mar-18,"2,765.31","12,221.00","7,138.78","15,647.10","5,974.71"
12-Mar-18,"2,783.02","12,418.40","7,214.76","15,604.80","5,996.12"
9-Mar-18,"2,786.57","12,346.70","7,224.51","15,577.80","5,963.23"
8-Mar-18,"2,738.97","12,355.60","7,203.24","15,538.70","5,942.87"
7-Mar-18,"2,726.80","12,245.40","7,157.84","15,472.60","5,901.99"
6-Mar-18,"2,728.12","12,113.90","7,146.75","15,545.20","5,962.44"
5-Mar-18,"2,720.94","12,090.90","7,115.98","15,541.30","5,895.03"
2-Mar-18,"2,691.25","11,913.70","7,069.90","15,384.60","5,928.90"
1-Mar-18,"2,677.67","12,190.90","7,175.64","15,394.00","5,973.34"
28-Feb-18,"2,713.83","12,435.90","7,231.91","15,442.70","6,015.96"
27-Feb-18,"2,744.28","12,490.70","7,282.45","15,671.20","6,056.86"
26-Feb-18,"2,779.60","12,527.00","7,289.58","15,714.70","6,042.18"
23-Feb-18,"2,747.30","12,483.80","7,244.41","15,638.50","5,999.78"
22-Feb-18,"2,703.96","12,461.90","7,252.39","15,508.20","5,950.88"
21-Feb-18,"2,701.33","12,470.50","7,281.57","15,524.00","5,943.72"
20-Feb-18,"2,716.26","12,487.90","7,246.77","15,439.40","5,940.85"
16-Feb-18,"2,732.22","12,452.00","7,294.70","15,452.60","5,904.04"
15-Feb-18,"2,731.20","12,346.20","7,234.81","15,407.70","5,908.99"
14-Feb-18,"2,698.63","12,339.20","7,213.97","15,328.30","5,841.24"
13-Feb-18,"2,662.94","12,196.50","7,168.01","15,216.50","5,855.90"
12-Feb-18,"2,656.00","12,282.80","7,177.06","15,241.90","5,820.70"
9-Feb-18,"2,619.55","12,107.50","7,092.43","15,034.50","5,837.97"
8-Feb-18,"2,581.00","12,260.30","7,170.69","15,065.60","5,890.70"
7-Feb-18,"2,681.66","12,590.40","7,279.42","15,330.60","5,876.81"
6-Feb-18,"2,695.14","12,392.70","7,141.40","15,363.90","5,833.34"
5-Feb-18,"2,648.94","12,687.50","7,334.98","15,334.80","6,026.23"
2-Feb-18,"2,762.13","12,785.20","7,443.43","15,606.00","6,121.39"
1-Feb-18,"2,821.98","13,003.90","7,490.39","15,860.90","6,090.07"
31-Jan-18,"2,823.81","13,189.50","7,533.55","15,951.70","6,037.68"
30-Jan-18,"2,822.43","13,197.70","7,587.98","15,955.50","6,022.80"
29-Jan-18,"2,853.53","13,324.50","7,671.53","16,094.70","6,075.41"
26-Jan-18,"2,872.87","13,340.20","7,665.54","16,239.20","6,050.02"
25-Jan-18,"2,839.25","13,298.40","7,615.84","16,204.00","6,050.02"
24-Jan-18,"2,837.54","13,414.70","7,643.43","16,284.20","6,054.66"
23-Jan-18,"2,839.13","13,559.60","7,731.83","16,357.50","6,036.96"
22-Jan-18,"2,832.97","13,463.70","7,715.44","16,348.00","5,991.91"
19-Jan-18,"2,810.30","13,434.50","7,730.79","16,353.50","6,005.81"
18-Jan-18,"2,798.03","13,281.40","7,700.96","16,284.50","6,014.57"
17-Jan-18,"2,802.56","13,184.00","7,725.43","16,326.70","6,015.81"
16-Jan-18,"2,776.42","13,246.30","7,755.93","16,298.90","6,048.64"
12-Jan-18,"2,786.24","13,245.00","7,778.64","16,308.20","6,070.05"
11-Jan-18,"2,767.56","13,202.90","7,762.94","16,286.90","6,067.62"
10-Jan-18,"2,748.23","13,281.30","7,748.51","16,248.00","6,096.68"
9-Jan-18,"2,751.29","13,385.60","7,731.02","16,319.20","6,135.81"
8-Jan-18,"2,747.71","13,367.80","7,696.51","16,317.70","6,130.37"
5-Jan-18,"2,743.15","13,319.60","7,724.22","16,349.40","6,122.35"
4-Jan-18,"2,723.99","13,167.90","7,695.88","16,412.90","6,077.08"
3-Jan-18,"2,713.06","12,978.20","7,671.11","16,371.50","6,070.38"
2-Jan-18,"2,695.81","12,871.40","7,648.10","16,310.00","6,061.28"
29-Dec-17,"2,673.61","12,917.60","7,687.77","16,209.10","6,065.13"
28-Dec-17,"2,687.54","12,979.90","7,622.88","16,222.00","6,088.14"
27-Dec-17,"2,682.62","13,070.00","7,620.68","16,203.10","6,069.87"
26-Dec-17,"2,680.50","13,072.80","7,592.66","16,165.30","6,069.71"
