date,us,germany,uk,australia,canada
2017-03-15,2385.26,12009.9,7368.64,15520.9,5774
2017-03-14,2365.45,11988.8,7357.85,15379.6,5759.14
2017-03-13,2373.47,11990,7367.08,15544.8,5757.35
2017-03-10,2372.6,11963.2,7343.08,15506.7,5775.61
2017-03-09,2364.87,11978.4,7314.96,15496.8,5741.2
2017-03-08,2362.98,11967.3,7334.61,15497,5759.66
2017-03-07,2368.39,11966.1,7338.99,15608.8,5761.39
2017-03-06,2375.31,11958.4,7350.12,15629.8,5746.51
2017-03-03,2383.12,12027.4,7374.26,15608.5,5729.6
2017-03-02,2381.92,12059.6,7382.35,15536.7,5776.59
2017-03-01,2395.96,12067.2,7382.9,15599.7,5704.8
2017-02-28,2363.64,11834.4,7263.44,15399.3,5712.22
2017-02-27,2369.75,11822.7,7253,15463.5,5724.18
2017-02-24,2367.34,11804,7243.7,15533.5,5738.98
2017-02-23,2363.81,11947.8,7271.37,15781.2,5784.66
2017-02-22,2362.82,11998.6,7302.25,15830.2,5805.1
2017-02-21,2365.38,11967.5,7274.83,15922.4,5791.03
2017-02-17,2351.16,11757,7299.96,15838.6,5805.82
2017-02-16,2347.22,11757.2,7277.92,15864.2,5816.31
2017-02-15,2349.25,11793.9,7302.41,15845,5809.07
2017-02-14,2337.58,11771.8,7268.56,15786,5755.24
2017-02-13,2328.25,11774.4,7278.92,15756.6,5760.69
2017-02-10,2316.1,11667,7258.75,15729.1,5720.61
2017-02-09,2307.87,11642.9,7229.5,15617.3,5664.61
2017-02-08,2294.67,11543.4,7188.82,15554,5651.37
2017-02-07,2293.08,11549.4,7186.22,15498.8,5621.92
2017-02-06,2292.56,11509.8,7172.15,15456.9,5615.58
2017-02-03,2297.42,11651.5,7188.3,15476.4,5621.58
2017-02-02,2280.85,11628,7140.75,15399.1,5645.43
2017-02-01,2279.55,11659.5,7107.65,15402.4,5653.17
2017-01-31,2278.87,11535.3,7099.15,15386,5620.91
2017-01-30,2280.9,11681.9,7118.48,15405.1,5661.52
2017-01-27,2294.69,11814.3,7184.49,15575.8,5713.99
2017-01-26,2296.68,11848.6,7161.49,15615.5,5671.51
2017-01-25,2298.37,11806,7164.43,15643.8,5671.51
2017-01-24,2280.07,11594.9,7150.34,15610.7,5650.1
2017-01-23,2265.2,11545.8,7151.18,15480.1,5610.97
2017-01-20,2271.31,11630.1,7198.44,15547.9,5654.75
2017-01-19,2263.69,11596.9,7208.44,15409.8,5692.18
2017-01-18,2271.89,11599.4,7247.61,15397.9,5678.75
2017-01-17,2267.89,11540,7220.38,15441.4,5699.42
2017-01-13,2274.64,11629.2,7337.81,15497.3,5721.12
2017-01-12,2270.44,11521,7292.37,15418.2,5766.85
2017-01-11,2275.32,11646.2,7290.49,15491.5,5771.48
2017-01-10,2268.9,11583.3,7275.47,15426.3,5760.7
2017-01-09,2268.9,11564,7237.77,15389,5807.44
2017-01-06,2276.98,11599,7210.05,15496,5755.58
2017-01-05,2269,11584.9,7195.31,15586.6,5753.35
2017-01-04,2270.75,11584.3,7189.74,15516.8,5736.41
2017-01-03,2257.83,11584.2,7177.89,15403,5733.18
2016-12-30,2238.83,11481.1,7142.83,15287.6,5665.8
2016-12-29,2249.26,11451,7120.26,15422.1,5665.8
2016-12-28,2249.92,11475,7106.08,15361.1,5685.02
2016-12-27,2268.88,11472.2,7068.17,15328.2,5627.9
2016-12-23,2263.79,11449.9,7068.17,15328.2,5627.9
2016-12-22,2260.96,11456.1,7063.68,15335.2,5627.9
2016-12-21,2265.18,11468.6,7041.42,15305.9,5613.47
2016-12-20,2270.76,11464.7,7043.96,15293,5591.07
2016-12-19,2262.53,11426.7,7017.16,15269.9,5562.08
2016-12-16,2258.07,11404,7011.64,15252.2,5532.93
2016-12-15,2262.03,11366.4,6999.01,15218.3,5538.58
2016-12-14,2253.28,11244.8,6949.19,15197.2,5584.62
2016-12-13,2271.72,11284.7,6968.57,15385.3,5545.05
2016-12-12,2256.96,11190.2,6890.42,15287.7,5562.83
2016-12-09,2259.53,11203.6,6954.21,15312.2,5560.62
2016-12-08,2246.19,11179.4,6931.55,15295.2,5543.64
2016-12-07,2241.35,10986.7,6902.23,15237.8,5478.1
2016-12-06,2212.23,10775.3,6779.84,15125.8,5428.69
2016-12-05,2204.71,10684.8,6746.83,15095.2,5400.44
2016-12-02,2191.95,10513.4,6730.72,15052.5,5444.02
2016-12-01,2191.08,10534,6752.93,15027.5,5500.24
2016-11-30,2198.81,10640.3,6783.79,15082.9,5440.47
2016-11-29,2204.66,10620.5,6772,14999.8,5457.5
2016-11-28,2201.72,10582.7,6799.47,15015.4,5464.4
2016-11-25,2213.35,10699.3,6840.75,15075.4,5507.78
2016-11-23,2204.72,10662.4,6817.71,15080.9,5484.36
2016-11-22,2202.94,10713.9,6819.72,15100.4,5413.33
2016-11-21,2198.18,10685.1,6777.96,15039.9,5351.34
2016-11-18,2181.9,10664.6,6775.77,14864,5359.42
2016-11-17,2187.12,10685.5,6794.71,14826.1,5338.54
2016-11-16,2176.94,10663.9,6749.72,14733.2,5327.67
2016-11-15,2180.39,10735.1,6792.74,14756.1,5326.2
2016-11-14,2164.2,10693.7,6753.18,14598.5,5345.73
2016-11-10,2167.48,10630.1,6827.98,14744.3,5328.84
2016-11-09,2163.26,10646,6911.84,14759.9,5156.56
2016-11-08,2139.56,10482.3,6843.13,14656.8,5257.79
2016-11-07,2131.52,10457,6806.9,14652.5,5250.8
2016-11-04,2085.18,10259.1,6693.26,14509.3,5180.82
2016-11-03,2088.66,10325.9,6790.51,14583.4,5225.55
2016-11-02,2097.94,10370.9,6845.42,14594.7,5228.99
2016-11-01,2111.72,10526.2,6917.14,14778.3,5290.47
2016-10-31,2126.15,10665,6954.22,14787.3,5317.73
2016-10-28,2126.41,10696.2,6996.26,14785.3,5283.84
2016-10-27,2133.04,10717.1,6986.57,14833.8,5295.55
2016-10-26,2139.43,10709.7,6958.09,14807.6,5359.8
2016-10-25,2143.16,10757.3,7017.64,14870.6,5442.83
2016-10-24,2151.33,10761.2,6986.4,14923,5408.49
2016-10-21,2141.16,10710.7,7020.47,14939,5430.32
2016-10-20,2141.34,10701.4,7026.9,14847.9,5442.14
2016-10-19,2144.29,10645.7,7021.92,14840.5,5435.36
2016-10-18,2139.6,10631.5,7000.06,14643.7,5410.75
2016-10-17,2126.5,10503.6,6947.55,14643.7,5388.68
2016-10-14,2132.98,10580.4,7013.55,14643.7,5434.03
2016-10-13,2132.55,10414.1,6977.74,14643.7,5435.54
2016-10-12,2139.18,10523.1,7024.01,14619,5474.62
2016-10-11,2136.73,10577.2,7070.88,14549.6,5479.8
2016-10-07,2153.74,10490.9,7044.39,14566.3,5467.39
2016-10-06,2160.77,10568.8,6999.96,14595.5,5483.03
2016-10-05,2159.73,10585.8,7033.25,14610.6,5452.93
2016-10-04,2150.49,10619.6,7074.34,14521,5484
2016-10-03,2161.2,10511,6983.52,14689,5478.51
2016-09-30,2168.27,10511,6899.33,14725.9,5435.92
2016-09-29,2151.13,10405.5,6919.42,14754.5,5471.26
2016-09-28,2171.37,10438.3,6849.38,14731.4,5412.35
2016-09-27,2159.93,10361.5,6807.67,14558,5405.89
2016-09-26,2146.1,10393.7,6818.04,14619.5,5431.42
2016-09-23,2164.69,10627,6909.43,14697.9,5431.3
2016-09-22,2177.18,10674.2,6911.4,14797.2,5374.46
2016-09-21,2163.12,10436.5,6834.77,14710.8,5339.56
2016-09-20,2139.76,10393.9,6830.79,14522,5303.57
2016-09-19,2139.12,10373.9,6813.55,14496.2,5294.76
2016-09-16,2139.16,10276.2,6710.28,14450.7,5296.7
2016-09-15,2147.26,10431.2,6730.3,14503.7,5239.86
2016-09-14,2125.77,10378.4,6673.31,14366.5,5227.69
2016-09-13,2127.02,10386.6,6665.63,14349.1,5207.78
2016-09-12,2159.04,10431.8,6700.9,14597.1,5219.61
2016-09-09,2127.81,10573.4,6776.95,14540,5339.18
2016-09-08,2181.3,10675.3,6858.7,14803.3,5385.75
2016-09-07,2186.16,10753,6846.58,14796.8,5424.25
2016-09-06,2186.48,10687.1,6826.05,14813,5413.63
2016-09-02,2179.98,10683.8,6894.6,14795.7,5372.8
2016-09-01,2170.86,10534.3,6745.97,14683.9,5415.56
2016-08-31,2170.95,10592.7,6781.51,14598,5433.03
2016-08-30,2176.12,10657.6,6820.79,14684.9,5478.29
2016-08-29,2180.38,10544.4,6838.05,14682,5469.22
2016-08-26,2169.04,10587.8,6838.05,14639.9,5515.47
2016-08-25,2172.47,10529.6,6816.9,14630.7,5541.89
2016-08-24,2175.44,10623,6835.78,14626.2,5561.67
2016-08-23,2186.9,10592.9,6868.51,14764.8,5553.77
2016-08-22,2182.64,10494.4,6828.54,14748.2,5515.06
2016-08-19,2183.87,10544.4,6858.95,14687.5,5526.68
2016-08-18,2187.02,10603,6868.96,14695.7,5507.82
2016-08-17,2182.22,10537.7,6859.15,14697.6,5535.05
2016-08-16,2178.15,10676.7,6893.92,14703.4,5531.98
2016-08-15,2190.15,10739.2,6941.19,14777,5539.96
2016-08-12,2184.05,10713.4,6916.02,14747.5,5530.91
2016-08-11,2185.79,10742.8,6914.71,14796.1,5508.01
2016-08-10,2175.49,10650.9,6866.42,14775,5543.71
2016-08-09,2181.74,10692.9,6851.3,14801.2,5552.55
2016-08-08,2180.89,10432.4,6809.13,14755.6,5537.84
2016-08-05,2182.87,10367.2,6793.47,14648.8,5497.41
2016-08-04,2164.25,10227.9,6740.16,14528.8,5475.81
2016-08-03,2163.79,10170.2,6634.4,14512,5465.72
2016-08-02,2157.03,10144.3,6645.4,14477,5540.54
2016-08-01,2170.84,10330.5,6693.95,14582.7,5587.39
2016-07-29,2173.6,10337.5,6724.43,14582.7,5562.36
2016-07-28,2170.06,10274.9,6721.06,14552.7,5556.56
2016-07-27,2166.58,10319.5,6750.43,14546.5,5539.69
2016-07-26,2169.17,10247.8,6724.03,14550,5537.47
2016-07-25,2168.48,10198.2,6710.13,14498.1,5533.56
2016-07-22,2175.03,10147.5,6730.48,14600.7,5498.19
2016-07-21,2165.17,10156.2,6699.89,14565.8,5512.4
2016-07-20,2173.02,10142,6728.99,14533.6,5488.72
2016-07-19,2163.78,9981.24,6697.37,14524.6,5451.25
2016-07-18,2166.89,10063.1,6695.42,14532.4,5458.47
2016-07-15,2161.73,10066.9,6669.24,14482.4,5429.57
2016-07-14,2163.75,10068.3,6654.47,14514.5,5411.61
2016-07-13,2152.42,9930.71,6670.4,14493.8,5388.53
2016-07-12,2152.14,9964.07,6680.69,14477.7,5353.22
2016-07-11,2137.16,9833.41,6682.86,14361.9,5337.1
2016-07-08,2129.9,9629.66,6590.64,14259.8,5230.54
2016-07-07,2097.9,9418.78,6533.79,14134.5,5227.92
2016-07-06,2099.73,9373.26,6463.59,14231.1,5197.5
2016-07-05,2088.55,9532.61,6545.37,14219.6,5228
2016-07-01,2102.94,9776.12,6577.83,14064.5,5246.61
2016-06-30,2098.86,9680.09,6504.33,14064.5,5233.38
2016-06-29,2070.77,9612.27,6360.06,14036.7,5142.4
2016-06-28,2036.09,9447.28,6140.39,13842.7,5103.27
2016-06-27,2000.54,9268.66,5982.2,13689.8,5137.23
2016-06-24,2037.41,9557.16,6138.69,13891.9,5113.18
2016-06-23,2113.32,10257,6338.1,14131.4,5280.68
2016-06-22,2085.44,10071.1,6261.19,14003.8,5270.95
2016-06-21,2088.9,10015.5,6226.55,14012.3,5274.36
2016-06-20,2083.25,9962.02,6204,14015.1,5256.76
2016-06-17,2071.21,9631.36,6021.09,13901.8,5162.66
2016-06-16,2077.98,9550.47,5950.48,13882.4,5145.98
2016-06-15,2071.5,9606.71,5966.8,13923.5,5147.06
2016-06-14,2075.32,9519.2,5923.53,13884.2,5203.26
2016-06-13,2079.06,9657.44,6044.97,13993.9,5312.6
2016-06-10,2096.07,9834.62,6115.76,14037.5,5312.6
2016-06-09,2115.48,10088.9,6231.89,14240,5361.94
2016-06-08,2119.12,10217,6301.52,14313.1,5369.98
2016-06-07,2112.13,10287.7,6284.53,14365.6,5371.03
2016-06-06,2109.41,10121.1,6273.4,14276.2,5360.42
2016-06-03,2099.13,10103.3,6209.63,14226.8,5318.89
2016-06-02,2105.26,10208,6185.61,14137,5278.89
2016-06-01,2099.33,10204.4,6191.93,14063.5,5323.17
2016-05-31,2096.96,10262.7,6230.79,14065.8,5378.56
2016-05-27,2099.06,10286.3,6270.79,14105.2,5405.91
2016-05-26,2090.1,10272.7,6265.65,14049.2,5388.09
2016-05-25,2090.54,10205.2,6262.85,14053.7,5372.51
2016-05-24,2076.06,10057.3,6219.26,13952.9,5295.57
2016-05-23,2048.04,9842.29,6136.43,13919.6,5318.94
2016-05-20,2052.32,9916.02,6156.32,13919.6,5351.31
2016-05-19,2040.04,9795.89,6053.35,13817.3,5323.34
2016-05-18,2047.63,9943.23,6165.8,13826,5356.2
2016-05-17,2047.21,9890.19,6167.77,13917.1,5395.87
2016-05-16,2066.66,9952.9,6151.4,13893.5,5358.95
2016-05-13,2046.61,9952.9,6138.5,13748.6,5328.99
2016-05-12,2064.11,9862.12,6104.19,13787.8,5359.3
2016-05-11,2064.46,9975.32,6162.49,13788.2,5372.29
2016-05-10,2084.39,10045.4,6156.65,13775.2,5342.79
2016-05-09,2058.69,9980.49,6114.81,13563.8,5320.7
2016-05-06,2057.14,9869.95,6125.7,13701.5,5292.05
2016-05-05,2050.63,9851.86,6117.25,13632,5279.06
2016-05-04,2051.12,9828.25,6112.02,13632,5271.14
2016-05-03,2063.37,9926.77,6185.59,13707.7,5353.84
2016-05-02,2081.42,10123.3,6241.89,13865.6,5242.97
2016-04-29,2065.3,10039,6241.89,13951.5,5252.22
2016-04-28,2075.81,10321.2,6322.4,13886.4,5225.43
2016-04-27,2095.15,10299.8,6319.91,13887.7,5187.71
2016-04-26,2091.69,10259.6,6284.52,13809.4,5220.64
2016-04-25,2087.79,10294.4,6260.92,13796,5236.37
2016-04-22,2091.58,10373.5,6310.44,13874,5236.37
2016-04-21,2091.48,10435.7,6381.44,13881.2,5272.71
2016-04-20,2102.4,10421.3,6410.26,13911.3,5215.95
2016-04-19,2100.8,10349.6,6405.35,13867.3,5188.81
2016-04-18,2094.34,10120.3,6353.52,13719.8,5137.06
2016-04-15,2080.73,10051.6,6343.75,13637.2,5157.49
2016-04-14,2082.78,10093.7,6365.1,13668.3,5118.62
2016-04-13,2082.42,10026.1,6362.89,13671.4,5054.65
2016-04-12,2061.71,9761.47,6242.39,13581.4,4975.65
2016-04-11,2041.99,9682.99,6200.12,13422.8,4931.53
2016-04-08,2047.6,9622.26,6204.41,13396.7,4937.62
2016-04-07,2041.91,9530.62,6136.89,13266.4,4964.08
2016-04-06,2066.66,9624.51,6161.63,13347.5,4945.91
2016-04-05,2045.17,9563.36,6091.23,13304.7,4924.39
2016-04-04,2066.13,9822.08,6164.72,13336.2,4995.32
2016-04-01,2072.78,9794.64,6146.05,13440.4,4999.39
2016-03-31,2059.73,9965.51,6174.9,13494.4,5082.78
2016-03-30,2063.94,10046.6,6203.17,13504,5010.27
2016-03-29,2055.01,9887.94,6105.9,13426.2,5004.52
2016-03-28,2037.05,9851.35,6106.48,13390.2,5084.21
2016-03-24,2035.94,9851.35,6106.48,13358.1,5084.21
2016-03-23,2036.71,10022.9,6199.11,13379.5,5142.27
2016-03-22,2049.8,9990,6192.74,13493.5,5166.62
2016-03-21,2051.6,9948.64,6184.58,13561.1,5166.57
2016-03-18,2049.58,9950.8,6189.64,13497.1,5183.12
2016-03-17,2040.59,9892.2,6201.12,13621.3,5168.15
2016-03-16,2027.22,9983.41,6175.49,13478.1,5119.03
2016-03-15,2015.93,9933.85,6139.97,13400.3,5111.42
2016-03-14,2019.64,9990.26,6174.57,13477.5,5185.46
2016-03-11,2022.19,9831.13,6139.79,13522,5166.39
2016-03-10,1989.57,9498.15,6036.7,13379.1,5150.07
2016-03-09,1989.26,9723.09,6146.32,13392.9,5157.19
2016-03-08,1979.26,9692.82,6125.44,13311,5107.96
2016-03-07,2001.76,9778.93,6182.4,13383.6,5142.81
2016-03-04,1999.99,9824.17,6199.43,13212.5,5090.02
2016-03-03,1993.4,9751.92,6130.46,13123.7,5081.12
2016-03-02,1986.45,9776.62,6147.06,13017.9,5021.23
2016-03-01,1978.35,9717.16,6152.88,12982.1,4922.25
2016-02-29,1932.23,9495.4,6097.09,12860.4,4880.93
2016-02-26,1948.05,9513.3,6096.01,12797.8,4879.96
2016-02-25,1951.7,9331.48,6012.81,12753.6,4881.18
2016-02-24,1929.8,9167.8,5867.18,12740.3,4875.02
2016-02-23,1921.27,9416.77,5962.31,12763.4,4979.59
2016-02-22,1945.5,9573.59,6037.73,12845.6,5001.22
2016-02-19,1917.78,9388.05,5950.23,12813.4,4952.8
2016-02-18,1917.83,9463.64,5971.95,12931.4,4992
2016-02-17,1926.82,9377.21,6030.32,12867.2,4882.1
2016-02-16,1895.58,9135.11,5862.17,12555,4910.04
2016-02-12,1864.78,8967.51,5707.6,12381.2,4765.35
2016-02-11,1829.08,8752.87,5536.97,12087.4,4821.08
2016-02-10,1851.86,9017.29,5672.3,12185.7,4775.68
2016-02-09,1852.21,8879.4,5632.19,12282.7,4832.08
2016-02-08,1853.44,8979.36,5689.36,12535.4,4975.39
2016-02-05,1880.05,9286.23,5848.06,12764,4976.18
2016-02-04,1915.45,9393.36,5898.76,12774.5,4980.36
2016-02-03,1912.53,9434.82,5837.14,12593,4876.76
2016-02-02,1903.03,9581.04,5922.01,12442.3,4993.32
2016-02-01,1939.38,9757.88,6060.1,12674.4,5043.59
2016-01-29,1940.24,9798.11,6083.79,12822.1,5005.52
2016-01-28,1893.36,9639.59,5931.78,12591.9,4976.16
2016-01-27,1882.95,9880.82,5990.37,12377.8,4946.44
2016-01-26,1903.63,9822.75,5911.46,12331.3,5006.56
2016-01-25,1877.08,9736.15,5877,12143.2,5006.56
2016-01-22,1906.9,9764.88,5900.01,12389.6,4915.95
2016-01-21,1868.99,9574.16,5773.79,12035.9,4864
2016-01-20,1859.33,9391.64,5673.58,11843.1,4841.53
2016-01-19,1881.33,9664.21,5876.8,12002.2,4903.07
2016-01-15,1880.33,9545.27,5804.1,12073.5,4892.8
2016-01-14,1921.84,9794.2,5918.23,12336,4909.38
2016-01-13,1890.28,9960.96,5960.97,12170.4,4987.44
2016-01-12,1938.68,9985.43,5929.24,12373.9,4925.13
2016-01-11,1923.67,9825.07,5871.83,12319.3,4932.24
2016-01-08,1922.03,9849.34,5912.44,12445.5,4990.84
2016-01-07,1943.09,9979.85,5954.08,12448.2,5010.34
2016-01-06,1990.26,10214,6073.38,12726.8,5123.13
2016-01-05,2016.71,10310.1,6137.24,12920.1,5184.43
2016-01-04,2012.66,10283.4,6093.43,12927.2,5270.48
2015-12-31,2043.94,10743,6242.32,13010,5295.9
2015-12-30,2063.36,10743,6274.05,13142.3,5319.94
2015-12-29,2078.36,10860.1,6314.57,13245.8,5267.34
2015-12-28,2056.5,10653.9,6254.64,13309.8,5207.6
2015-12-24,2060.98,10727.6,6254.64,13309.8,5207.6
2015-12-23,2064.29,10727.6,6240.98,13284.9,5141.78
2015-12-22,2038.97,10488.8,6083.1,13082.9,5116.69
2015-12-21,2021.15,10497.8,6034.84,13034.4,5109.05
2015-12-18,2005.55,10608.2,6052.42,13024.3,5106.66
2015-12-17,2041.89,10738.1,6102.54,13009.9,5102.01
2015-12-16,2073.07,10469.3,6061.19,13166.1,5028.45
2015-12-15,2043.41,10450.4,6017.79,12919.6,4909.56
2015-12-14,2021.94,10139.3,5874.06,12695.5,4928.6
2015-12-11,2012.37,10340.1,5952.78,12790,5029.45
2015-12-10,2052.23,10598.9,6088.05,13016.6,5037.72
2015-12-09,2047.62,10592.5,6126.68,12937.6,5080.45
2015-12-08,2063.59,10673.6,6135.22,12922.5,5108.6
2015-12-07,2077.07,10886.1,6223.52,13042.8,5155.7
2015-12-04,2091.69,10752.1,6238.29,13358.8,5151.61
2015-12-03,2049.62,10789.2,6275,13324.7,5227.72
2015-12-02,2079.51,11190,6420.93,13463.8,5258.34
2015-12-01,2102.63,11261.2,6395.65,13636.1,5266.14
2015-11-30,2080.41,11382.2,6356.09,13469.8,5166.52
2015-11-27,2090.11,11293.8,6375.15,13368.2,5202.58
2015-11-25,2088.87,11169.5,6337.64,13403.4,5193.68
2015-11-24,2089.14,10934,6277.23,13407.8,5226.39
2015-11-23,2086.59,11092.3,6305.49,13382.4,5276.42
2015-11-20,2089.17,11119.8,6334.63,13433.5,5256.14
2015-11-19,2081.23,11085.4,6329.93,13473.8,5242.57
2015-11-18,2083.58,10960,6278.97,13400,5133.11
2015-11-17,2050.44,10971,6268.76,13280.4,5118.24
2015-11-16,2053.19,10713.2,6146.38,13317.5,5003.82
2015-11-13,2023.04,10708.4,6118.28,13075.4,5051.26
2015-11-12,2045.97,10782.6,6178.68,13127.2,5125.69
2015-11-10,2081.71,10832.5,6275.28,13411.6,5099.23
2015-11-09,2078.58,10815.5,6295.16,13482.6,5119.49
2015-11-06,2099.19,10988,6353.83,13553.3,5215.01
2015-11-05,2099.92,10887.7,6364.9,13558.8,5192.97
2015-11-04,2102.31,10845.2,6412.88,13661.8,5242.29
2015-11-03,2109.79,10951.2,6383.61,13710.3,5239.22
2015-11-02,2104.05,10950.7,6361.8,13623,5165.75
2015-10-30,2079.36,10850.1,6361.09,13529.2,5239.44
2015-10-29,2089.41,10800.8,6395.8,13791.9,5266.86
2015-10-28,2090.35,10832,6437.8,13863.2,5335.22
2015-10-27,2065.89,10692.2,6365.27,13699.6,5346.15
2015-10-26,2071.17,10801.3,6417.02,13790.9,5347.99
2015-10-23,2075.15,10794.5,6444.08,13953.7,5351.56
2015-10-22,2052.51,10492,6376.28,13878.1,5263.84
2015-10-21,2018.94,10238.1,6348.42,13704.2,5248.31
2015-10-20,2030.77,10147.7,6345.13,13841.9,5235.57
2015-10-19,2033.66,10164.3,6352.33,13758.4,5269.71
2015-10-16,2033.11,10104.4,6378.04,13838.1,5268.21
2015-10-15,2023.86,10064.8,6338.67,13829,5230.05
2015-10-14,1994.24,9915.85,6269.61,13875.3,5197.25
2015-10-13,2003.69,10032.8,6342.28,13844.7,5202.85
2015-10-09,2014.89,10096.6,6416.16,13964.4,5279.69
2015-10-08,2013.43,9993.07,6374.82,13978.7,5210.4
2015-10-07,1995.83,9970.4,6336.35,13868.4,5197.87
2015-10-06,1979.92,9902.83,6326.16,13647.3,5167.4
2015-10-05,1987.05,9814.79,6298.92,13552.2,5150.53
2015-10-02,1951.36,9553.07,6129.98,13339.7,5052.02
2015-10-01,1923.82,9509.25,6072.47,13241.9,5112.14
2015-09-30,1920.03,9660.44,6061.61,13307,5021.63
2015-09-29,1884.09,9450.4,5909.24,13037,4918.43
2015-09-28,1881.77,9483.55,5958.86,13004.6,5113.49
2015-09-25,1931.34,9688.53,6109.01,13378.6,5042.11
2015-09-24,1932.24,9427.64,5961.49,13338.7,5071.67
2015-09-23,1938.76,9612.62,6032.24,13383.7,4998.13
2015-09-22,1942.74,9570.66,5935.84,13491.1,5103.55
2015-09-21,1966.97,9948.51,6108.71,13779.4,5066.24
2015-09-18,1958.03,9916.16,6104.11,13646.9,5170.5
2015-09-17,1990.2,10229.6,6186.99,13787.2,5146.82
2015-09-16,1995.31,10227.2,6229.21,13763.8,5098.86
2015-09-15,1978.09,10188.1,6137.6,13462.7,5018.44
2015-09-14,1953.03,10131.7,6084.59,13353.3,5096.47
2015-09-11,1961.05,10123.6,6117.76,13461.5,5071.08
2015-09-10,1952.29,10210.4,6155.81,13569.9,5095.02
2015-09-09,1942.04,10303.1,6229.01,13531.9,5221.13
2015-09-08,1969.41,10271.4,6146.1,13630.7,5115.25
2015-09-04,1921.22,10038,6042.92,13478.3,5040.6
2015-09-03,1951.13,10317.8,6194.1,13596.4,5027.8
2015-09-02,1948.86,10048,6083.31,13545.3,5101.46
2015-09-01,1913.85,10015.6,6058.54,13481.9,5096.41
2015-08-31,1972.18,10259.5,6247.94,13859.1,5206.98
2015-08-28,1988.87,10298.5,6247.94,13865.1,5263.56
2015-08-27,1987.66,10315.6,6192.03,13766.7,5233.32
2015-08-26,1940.51,9997.43,5979.2,13381.6,5172.77
2015-08-25,1867.61,10128.1,6081.34,13150.9,5137.25
2015-08-24,1893.21,9648.43,5898.87,13052.7,5001.28
2015-08-21,1970.89,10124.5,6187.65,13473.7,5214.6
2015-08-20,2035.73,10432.2,6367.89,13737,5288.58
2015-08-19,2079.61,10682.2,6403.45,14036.6,5380.19
2015-08-18,2096.92,10915.9,6526.29,14193.9,5303.15
2015-08-17,2102.44,10940.3,6550.3,14251.5,5367.66
2015-08-14,2091.54,10985.1,6550.74,14277.9,5356.54
2015-08-13,2083.39,11014.6,6568.33,14238.4,5387.87
2015-08-12,2086.05,10924.6,6571.19,14339.5,5382.08
2015-08-11,2084.07,11293.7,6664.54,14414.7,5473.23
2015-08-10,2104.17,11604.8,6736.22,14466.4,5509.15
2015-08-07,2077.57,11490.8,6718.49,14302.7,5474.78
2015-08-06,2083.56,11585.1,6747.09,14405.9,5610.1
2015-08-05,2099.84,11636.3,6752.41,14503,5673.98
2015-08-04,2093.32,11456.1,6686.57,14491,5697.9
2015-08-03,2098.04,11443.7,6688.62,14468.4,5679.34
2015-07-31,2103.84,11309,6696.28,14468.4,5699.16
2015-07-30,2108.63,11257.2,6668.87,14382.8,5669.52
2015-07-29,2108.57,11211.9,6631,14301.8,5624.16
2015-07-28,2093.25,11173.9,6555.28,14077.4,5584.69
2015-07-27,2067.64,11056.4,6505.13,14001.4,5589.89
2015-07-24,2079.65,11347.5,6579.81,14186.2,5566.1
2015-07-23,2102.15,11512.1,6655.01,14265.4,5590.29
2015-07-22,2114.15,11520.7,6667.34,14307.1,5614.57
2015-07-21,2119.21,11604.8,6769.07,14376.2,5706.72
2015-07-20,2128.28,11735.7,6788.69,14425.5,5686.89
2015-07-17,2126.64,11673.4,6775.08,14642.8,5670.11
2015-07-16,2124.29,11716.8,6796.45,14731.1,5669.61
2015-07-15,2107.4,11539.7,6753.75,14662.3,5636.23
2015-07-14,2108.94,11516.9,6753.75,14599.4,5577.4
2015-07-13,2099.6,11484.4,6737.95,14533.2,5473.17
2015-07-10,2076.62,11315.6,6673.38,14411.1,5492.04
2015-07-09,2051.31,10996.4,6581.63,14278.5,5470.97
2015-07-08,2046.68,10747.3,6490.7,14412.1,5469.53
2015-07-07,2081.34,10676.8,6432.21,14624.5,5581.42
2015-07-06,2068.76,10890.6,6535.68,14593.6,5475
2015-07-03,2076.78,11058.4,6585.78,14682.4,5538.29
2015-07-02,2076.78,11099.4,6630.47,14638,5599.82
2015-07-01,2077.42,11180.5,6608.59,14553.3,5515.66
2015-06-30,2063.11,10945,6520.98,14553.3,5459.01
2015-06-29,2057.64,11083.2,6620.48,14490.2,5422.49
2015-06-26,2101.49,11492.4,6753.7,14808.1,5545.89
2015-06-25,2102.31,11473.1,6807.82,14897.5,5632.72
2015-06-24,2108.58,11471.3,6844.8,14947.5,5686.77
2015-06-23,2124.2,11542.5,6834.87,14904.9,5684.28
2015-06-22,2122.85,11460.5,6825.67,14790.5,5610.17
2015-06-19,2109.99,11040.1,6710.45,14653.1,5596.99
2015-06-18,2121.24,11100.3,6707.88,14770.6,5524.89
2015-06-17,2100.44,10978,6680.55,14733,5595.43
2015-06-16,2096.29,11044,6710.1,14753,5535.79
2015-06-15,2084.42,10985,6710.52,14756,5538.77
2015-06-12,2094.11,11196.5,6784.92,14741.2,5545.25
2015-06-11,2108.86,11332.8,6846.74,14830.9,5556.65
2015-06-10,2105.2,11265.4,6830.27,14889,5478.63
2015-06-09,2080.15,11001.3,6753.8,14817.7,5471.31
2015-06-08,2079.28,11064.9,6790.04,14743.3,5498.46
